"",station,X,Y
3513,OMV.FFE,-8.304,-2.577
3514,OMV.FFF,-8.999,-4.71
3515,OMV.FFG,-2.106,-2.013
3516,OMV.FFH,-3.473,-2.373
3517,OMV.FFI,0.247,-1.996
3518,OMV.FFJ,2.91,3.143
3519,OMV.FFK,-8.46,-5.255
3520,OMV.FFL,-4.135,-4.302
3521,OMV.FFM,-6.324,-4.416
3522,OMV.FFN,2.945,-5.656
3523,OMV.FFO,-7.177,0.711
3524,OMV.FFP,7.016,1.693
3525,OMV.FFQ,-3.629,1.191
3526,OMV.FFR,-3.209,-1.601
3527,OMV.FFS,3.515,3.275
3528,OMV.FFT,1.878,2.379
3529,OMV.FFU,-6.603,0.608
3530,OMV.FFV,5.486,1.197
3531,OMV.FFW,-1.907,-1.665
3532,OMV.FFX,-7.322,2.416
3533,OMV.FFY,1.31,-0.995
3534,OMV.FFZ,-4.481,1.456
3535,OMV.FGA,-4.421,-6.426
3536,OMV.FGB,-8.094,-2.69
3537,OMV.FGC,-9.076,-4.895
3538,OMV.FGD,2.137,-4.736
3539,OMV.FGE,0.921,0.397
3540,OMV.FGF,1.814,3.11
3541,OMV.FGG,-4.324,-2.339
3542,OMV.FGH,5.476,-0.882
3543,OMV.FGI,-2.152,1.025
3544,OMV.FGJ,-4.897,-5.015
3545,OMV.FGK,3.362,-1.731
3546,OMV.FGL,4.055,1.343
3547,OMV.FGM,6.461,1.553
3548,OMV.FGN,4.952,3.362
3549,OMV.FGO,1.537,5.819
3550,OMV.FGP,-3.458,-3.539
3551,OMV.FGQ,2.338,-3.908
3552,OMV.FGR,-7.677,1.932
3553,OMV.FGS,-4.952,-5.447
3554,OMV.FGT,-3.046,-0.074
3555,OMV.FGU,-2.535,-2.688
3556,OMV.FGV,5.017,0.545
3557,OMV.FGW,-7.543,-1.853
3558,OMV.FGX,-0.756,-0.479
3559,OMV.FGY,-7.66,2.149
3560,OMV.FGZ,-1.89,-2.37
3561,OMV.FHA,2.776,2.048
3562,OMV.FHB,2.693,-0.876
3563,OMV.FHC,1.154,0.461
3564,OMV.FHD,0.256,1.241
3565,OMV.FHE,-8.037,0.517
3566,OMV.FHF,5.011,-0.61
3567,OMV.FHG,-8.622,-4.003
3568,OMV.FHH,-1.199,-3.236
3569,OMV.FHI,-6.964,-5.309
3570,OMV.FHJ,1.11,1.901
3571,OMV.FHK,-6.021,-5.517
3572,OMV.FHL,1.869,-4.572
3573,OMV.FHM,2.315,1.197
3574,OMV.FHN,-4.101,2.859
3575,OMV.FHO,-1.141,-5.122
3576,OMV.FHP,-5.374,1.513
3577,OMV.FHQ,-3.904,-3.51
3578,OMV.FHR,-5.644,0.282
3579,OMV.FHS,-0.652,-3.092
3580,OMV.FHT,-7.085,-4.204
3581,OMV.FHU,-4.345,4.414
3582,OMV.FHV,-2.368,1.151
3583,OMV.FHW,2.443,-0.962
3584,OMV.FHX,0.367,-1.375
3585,OMV.FHY,-2.63,-2.17
3586,OMV.FHZ,5.395,4.05
3587,OMV.FIA,5.51,3.499
3588,OMV.FIB,-2.104,3.774
3589,OMV.FIC,-2.724,5.297
3590,OMV.FID,-0.666,0.853
3591,OMV.FIE,1.121,-2.506
3592,OMV.FIF,0.818,2.997
3593,OMV.FIG,-3.287,-0.861
3594,OMV.FIH,-1.466,2.014
3595,OMV.FII,5.353,2.433
3596,OMV.FIJ,-3.223,-2.751
3597,OMV.FIK,-1.527,-1.423
3598,OMV.FIL,-5.741,2.422
3599,OMV.FIM,-1.127,-0.731
3600,OMV.FIN,2.306,-4.823
3601,OMV.FIO,3.397,-4.069
3602,OMV.FIP,1.924,2.586
3603,OMV.FIQ,5.159,4.861
3604,OMV.FIR,-5.764,1.509
3605,OMV.FIS,3.464,-3.18
3606,OMV.FIT,6.19,4.26
3607,OMV.FIU,6.922,0.357
3608,OMV.FIV,-6.303,-0.492
3609,OMV.FIW,-8.525,-1.513
3610,OMV.FIX,3.207,2.748
3611,OMV.FIY,3.378,1.038
3612,OMV.FIZ,-8.868,-3.165
3613,OMV.FJA,-3.091,4.351
3614,OMV.FJB,-4.594,-5.888
3615,OMV.FJC,-2.97,2.428
3616,OMV.FJD,-2.206,-4.964
3617,OMV.FJE,-5.664,-2.948
3618,OMV.FJF,1.597,3.93
3619,OMV.FJG,1.047,-1.768
3620,OMV.FJH,-5.276,2.151
3621,OMV.FJI,-7.992,-2.981
3622,OMV.FJJ,-0.263,-4.013
3623,OMV.FJK,-9.16,-1.838
3624,OMV.FJL,-4.166,-3.589
3625,OMV.FJM,7.202,1.583
3626,OMV.FJN,3.454,0.763
3627,OMV.FJO,-3.977,-3.237
3628,OMV.FJP,-4.782,-4.619
3629,OMV.FJQ,-5.539,-0.713
3630,OMV.FJR,3.823,3.327
3631,OMV.FJS,-2.714,-3.51
3632,OMV.FJT,-2.643,5.479
3633,OMV.FJU,-6.351,1.388
3634,OMV.FJV,5.972,2.302
3635,OMV.FJW,-1.587,-5.093
3636,OMV.FJX,0.656,-0.382
3637,OMV.FJY,1.161,-2.761
3638,OMV.FJZ,-3.663,-2.03
3639,OMV.FKA,-5.719,2.871
3640,OMV.FKB,-0.073,3.048
3641,OMV.FKC,1.857,-2.009
3642,OMV.FKD,-2.782,-2.775
3643,OMV.FKE,-5.806,0.376
3644,OMV.FKF,-4.646,-0.794
3645,OMV.FKG,5.063,-1.104
3646,OMV.FKH,2.79,-6.26
3647,OMV.FKI,3.994,-0.71
3648,OMV.FKJ,-5.358,-2.431
3649,OMV.FKK,-0.292,-4.46
3650,OMV.FKL,-0.249,-5.179
3651,OMV.FKM,-9.543,-4.162
3652,OMV.FKN,5.888,2.816
3653,OMV.FKO,2.009,3.215
3654,OMV.FKP,1.169,-2.303
3655,OMV.FKQ,-1.821,1.99
3656,OMV.FKR,4.61,2.404
3657,OMV.FKS,1.772,-3.345
3658,OMV.FKT,7.542,1.385
3659,OMV.FKU,-6.897,-5.47
3660,OMV.FKV,4.713,4.896
3661,OMV.FKW,6.982,4.028
3662,OMV.FKX,2.61,-4.998
3663,OMV.FKY,-1.645,2.35
3664,OMV.FKZ,-1.443,-2.862
3665,OMV.FLA,-4.711,-2.114
3666,OMV.FLB,4.792,2.529
3667,OMV.FLC,-2.46,-0.185
3668,OMV.FLD,-4.64,0.391
3669,OMV.FLE,-3.901,-1.197
3670,OMV.FLF,-0.423,-6.468
3671,OMV.FLG,2.995,-0.358
3672,OMV.FLH,3.862,0.293
3673,OMV.FLI,-7.148,-2.315
3674,OMV.FLJ,-5.521,3.22
3675,OMV.FLK,0.19,0.353
3676,OMV.FLL,5.598,-1.179
3677,OMV.FLM,0.744,-2.286
3678,OMV.FLN,-3.878,4.578
3679,OMV.FLO,-3.938,3.918
3680,OMV.FLP,-1.736,-1.765
3681,OMV.FLQ,4.628,-1.544
3682,OMV.FLR,4.923,-1.022
3683,OMV.FLS,0.543,-2.631
3684,OMV.FLT,-0.726,4.361
3685,OMV.FLU,-7.342,-5.443
3686,OMV.FLV,4.921,1.296
3687,OMV.FLW,3.698,1.324
3688,OMV.FLX,-4.702,-4.109
3689,OMV.FLY,-7.17,-5.543
3690,OMV.FLZ,-3.329,-0.141
3691,OMV.FMA,3.638,-0.965
3692,OMV.FMB,0.172,5.458
3693,OMV.FMC,3.46,-0.398
3694,OMV.FMD,3.247,2.042
3695,OMV.FME,3.25,0.419
3696,OMV.FMF,4.728,0.25
3697,OMV.FMG,6.576,0.56
3698,OMV.FMH,-1.67,1.901
3699,OMV.FMI,-3.86,-5.619
3700,OMV.FMJ,2.0,1.844
3701,OMV.FMK,-1.881,2.487
3702,OMV.FML,-0.568,-6.213
3703,OMV.FMM,-6.731,3.229
3704,OMV.FMN,3.84,-0.157
3705,OMV.FMO,-2.293,4.811
3706,OMV.FMP,-2.779,-3.703
3707,OMV.FMQ,-6.708,1.595
3708,OMV.FMR,-0.864,-1.116
3709,OMV.FMS,6.224,3.082
3710,OMV.FMT,-6.957,-0.804
3711,OMV.FMU,3.604,4.151
3712,OMV.FMV,6.589,3.332
3713,OMV.FMW,-0.998,-0.807
3714,OMV.FMX,-6.403,-1.823
3715,OMV.FMY,-3.767,-1.285
3716,OMV.FMZ,-1.985,-3.002
3717,OMV.FNA,-4.696,2.279
3718,OMV.FNB,5.463,2.6
3719,OMV.FNC,-3.003,2.907
3720,OMV.FND,-5.367,-3.815
3721,OMV.FNE,0.476,1.576
3722,OMV.FNF,-7.27,-5.713
3723,OMV.FNG,-8.178,0.599
3724,OMV.FNH,1.242,-1.423
3725,OMV.FNI,-0.315,0.648
3726,OMV.FNJ,-4.884,-2.014
3727,OMV.FNK,-2.229,4.543
3728,OMV.FNL,-6.238,2.017
3729,OMV.FNM,-0.73,-6.055
3730,OMV.FNN,-3.823,1.792
3731,OMV.FNO,1.054,5.4
3732,OMV.FNP,5.913,3.071
3733,OMV.FNQ,-2.576,2.197
3734,OMV.FNR,4.522,3.846
3735,OMV.FNS,3.6,1.833
3736,OMV.FNT,-3.139,0.674
3737,OMV.FNU,2.557,-4.734
3738,OMV.FNV,0.212,-0.817
3739,OMV.FNW,2.474,-0.517
3740,OMV.FNX,4.546,4.524
3741,OMV.FNY,-1.522,-3.742
3742,OMV.FNZ,5.543,1.627
3743,OMV.FOA,-1.515,0.19
3744,OMV.FOB,1.95,-1.833
3745,OMV.FOC,-1.787,-0.576
3746,OMV.FOD,-2.353,5.539
3747,OMV.FOE,-2.235,2.926
3748,OMV.FOF,-5.467,3.651
3749,OMV.FOG,-5.578,-3.457
3750,OMV.FOH,7.229,3.189
3751,OMV.FOI,-3.257,-5.972
3752,OMV.FOJ,-1.078,-6.553
3753,OMV.FOK,-5.997,-4.143
3754,OMV.FOL,-8.795,-0.431
3755,OMV.FOM,-0.236,2.223
3756,OMV.FON,2.112,-3.989
3757,OMV.FOO,-6.503,1.942
3758,OMV.FOP,-7.478,-1.659
3759,OMV.FOQ,0.729,-3.898
3760,OMV.FOR,-0.681,-6.78
3761,OMV.FOS,-1.487,-2.142
3762,OMV.FOT,3.377,-4.519
3763,OMV.FOU,1.521,-1.35
3764,OMV.FOV,2.738,2.34
3765,OMV.FOW,-0.019,-0.451
3766,OMV.FOX,-5.56,-2.777
3767,OMV.FOY,2.413,-3.724
3768,OMV.FOZ,-6.411,2.117
3769,OMV.FPA,-3.134,-1.412
3770,OMV.FPB,3.3,-2.158
3771,OMV.FPC,-7.246,-1.332
3772,OMV.FPD,-5.975,3.253
3773,OMV.FPE,6.48,3.163
3774,OMV.FPF,-4.766,-5.553
3775,OMV.FPG,-6.61,-4.48
3776,OMV.FPH,5.232,-0.508
3777,OMV.FPI,-2.581,4.749
3778,OMV.FPJ,5.767,4.275
3779,OMV.FPK,1.357,-4.732
3780,OMV.FPL,4.257,-3.876
3781,OMV.FPM,2.324,0.497
3782,OMV.FPN,-8.093,-3.154
3783,OMV.FPO,0.113,-6.546
3784,OMV.FPP,3.953,-3.928
3785,OMV.FPQ,-0.191,-1.508
3786,OMV.FPR,4.579,-2.653
3787,OMV.FPS,0.76,-6.464
3788,OMV.FPT,1.838,-2.925
3789,OMV.FPU,-6.791,-1.829
3790,OMV.FPV,-4.639,-2.387
3791,OMV.FPW,-7.458,2.726
3792,OMV.FPX,-0.403,4.867
3793,OMV.FPY,1.362,4.759
3794,OMV.FPZ,-3.638,-3.434
3795,OMV.FQA,-7.747,-3.355
3796,OMV.FQB,-6.861,-5.948
3797,OMV.FQC,-3.554,3.926
3798,OMV.FQD,-6.926,-5.917
3799,OMV.FQE,2.894,4.563
3800,OMV.FQF,-7.516,-5.341
3801,OMV.FQG,-0.491,-0.87
3802,OMV.FQH,-4.021,-4.137
3803,OMV.FQI,6.051,-0.292
3804,OMV.FQJ,-3.434,1.309
3805,OMV.FQK,0.14,-3.322
3806,OMV.FQL,2.117,4.328
3807,OMV.FQM,5.19,0.907
3808,OMV.FQN,-5.53,-6.035
3809,OMV.FQO,1.858,3.55
3810,OMV.FQP,6.562,1.726
3811,OMV.FQQ,-1.717,-2.934
3812,OMV.FQR,3.619,5.761
3813,OMV.FQS,3.485,3.06
3814,OMV.FQT,-3.685,-4.333
3815,OMV.FQU,-5.531,-2.33
3816,OMV.FQV,1.083,-0.168
3817,OMV.FQW,-9.431,-3.069
3818,OMV.FQX,2.367,2.081
3819,OMV.FQY,4.191,-1.984
3820,OMV.FQZ,-4.807,1.415
3821,OMV.FRA,-5.666,-3.873
3822,OMV.FRB,5.182,-1.636
3823,OMV.FRC,7.422,2.096
3824,OMV.FRD,1.698,-2.612
3825,OMV.FRE,-4.221,4.777
3826,OMV.FRF,7.618,1.57
3827,OMV.FRG,-0.355,0.208
3828,OMV.FRH,2.055,-5.594
3829,OMV.FRI,-0.451,-5.525
3830,OMV.FRJ,1.226,5.54
3831,OMV.FRK,1.153,2.802
3832,OMV.FRL,5.266,1.094
3833,OMV.FRM,3.343,4.534
3834,OMV.FRN,3.444,-5.253
3835,OMV.FRO,-5.576,-5.267
3836,OMV.FRP,4.636,-0.391
3837,OMV.FRQ,0.398,-4.863
3838,OMV.FRR,-0.478,2.364
3839,OMV.FRS,2.587,-1.509
3840,OMV.FRT,0.983,4.064
3841,OMV.FRU,-0.613,5.688
3842,OMV.FRV,2.703,-4.131
3843,OMV.FRW,-9.015,-0.765
3844,OMV.FRX,4.144,0.823
3845,OMV.FRY,-5.972,-3.0
3846,OMV.FRZ,-8.898,-2.697
3847,OMV.FSA,4.222,2.864
3848,OMV.FSB,2.925,2.694
3849,OMV.FSC,-2.41,5.806
3850,OMV.FSD,2.701,-5.281
3851,OMV.FSE,4.339,-0.912
3852,OMV.FSF,-7.514,1.833
3853,OMV.FSG,0.435,-1.12
3854,OMV.FSH,-4.523,-3.381
3855,OMV.FSI,0.657,-3.625
3856,OMV.FSJ,4.717,-2.754
3857,OMV.FSK,0.068,-3.049
3858,OMV.FSL,-5.327,2.644
3859,OMV.FSM,2.069,-1.207
3860,OMV.FSN,4.186,-0.359
3861,OMV.FSO,1.308,0.164
3862,OMV.FSP,2.854,-3.518
3863,OMV.FSQ,-4.462,3.297
3864,OMV.FSR,-3.301,3.084
3865,OMV.FSS,-3.424,-4.948
3866,OMV.FST,-6.675,-2.714
3867,OMV.FSU,-2.102,1.922
3868,OMV.FSV,-2.524,2.863
3869,OMV.FSW,0.997,2.198
3870,OMV.FSX,-6.377,-1.144
3871,OMV.FSY,-0.421,4.415
3872,OMV.FSZ,-5.101,1.122
3873,OMV.FTA,-8.794,-5.06
3874,OMV.FTB,4.067,-3.764
3875,OMV.FTC,0.551,0.606
3876,OMV.FTD,0.233,-1.292
3877,OMV.FTE,-2.829,-0.896
3878,OMV.FTF,1.878,2.842
3879,OMV.FTG,1.874,4.006
3880,OMV.FTH,5.354,5.212
3881,OMV.FTI,-0.925,-3.164
3882,OMV.FTJ,6.423,-0.509
3883,OMV.FTK,4.819,-3.288
3884,OMV.FTL,-0.081,1.669
3885,OMV.FTM,-5.487,-1.432
3886,OMV.FTN,1.883,6.077
3887,OMV.FTO,-1.544,3.912
3888,OMV.FTP,-6.209,-1.473
3889,OMV.FTQ,-4.802,1.18
3890,OMV.FTR,-7.793,0.143
3891,OMV.FTS,-2.624,-4.488
3892,OMV.FTT,2.006,4.849
3893,OMV.FTU,-4.581,-4.273
3894,OMV.FTV,2.339,5.815
3895,OMV.FTW,-2.257,0.855
3896,OMV.FTX,-6.837,-0.644
3897,OMV.FTY,-1.3,-3.409
3898,OMV.FTZ,6.095,2.926
3899,OMV.FUA,-1.275,3.755
3900,OMV.FUB,-2.831,2.578
3901,OMV.FUC,2.509,5.485
3902,OMV.FUD,0.105,2.488
3903,OMV.FUE,5.887,-0.196
3904,OMV.FUF,2.444,1.816
3905,OMV.FUG,-5.901,-3.967
3906,OMV.FUH,-4.891,-0.388
3907,OMV.FUI,2.342,-1.135
3908,OMV.FUJ,-7.502,-2.109
3909,OMV.FUK,-5.659,2.605
3910,OMV.FUL,-3.8,4.997
3911,OMV.FUM,0.949,-5.879
3912,OMV.FUN,-1.357,-1.523
3913,OMV.FUO,-5.722,-6.155
3914,OMV.FUP,-3.2,-2.301
3915,OMV.FUQ,4.134,-0.792
3916,OMV.FUR,-1.855,-1.464
3917,OMV.FUS,-7.52,-3.256
3918,OMV.FUT,7.317,3.833
3919,OMV.FUU,-2.167,5.432
3920,OMV.FUV,-7.314,-2.913
3921,OMV.FUW,5.338,0.82
3922,OMV.FUX,4.451,-1.904
3923,OMV.FUY,-1.233,-3.647
3924,OMV.FUZ,2.166,-6.127
3925,OMV.FVA,3.41,0.325
3926,OMV.FVB,-1.457,1.601
3927,OMV.FVC,1.907,0.048
3928,OMV.FVD,5.272,3.871
3929,OMV.FVE,-0.566,-4.531
3930,OMV.FVF,-4.889,3.777
3931,OMV.FVG,3.148,-3.458
3932,OMV.FVH,-7.766,-2.186
3933,OMV.FVI,-9.661,-4.093
3934,OMV.FVJ,3.949,-1.611
3935,OMV.FVK,2.954,4.298
3936,OMV.FVL,-0.801,1.388
3937,OMV.FVM,5.914,1.41
3938,OMV.FVN,0.343,4.442
3939,OMV.FVO,-6.632,-3.311
3940,OMV.FVP,4.584,0.335
3941,OMV.FVQ,-5.954,-0.232
3942,OMV.FVR,1.636,-4.66
3943,OMV.FVS,5.124,0.482
3944,OMV.FVT,-4.17,-4.976
3945,OMV.FVU,-0.292,1.097
3946,OMV.FVV,3.104,-4.591
3947,OMV.FVW,-6.992,-1.249
3948,OMV.FVX,-2.641,-5.172
3949,OMV.FVY,-7.36,-2.014
3950,OMV.FVZ,2.227,-2.92
3951,OMV.FWA,7.508,3.022
3952,OMV.FWB,-0.143,0.547
3953,OMV.FWC,7.083,4.199
3954,OMV.FWD,4.122,4.312
3955,OMV.FWE,0.343,1.422
3956,OMV.FWF,4.045,1.808
3957,OMV.FWG,3.735,-1.022
3958,OMV.FWH,-2.524,-5.94
3959,OMV.FWI,0.01,-3.941
3960,OMV.FWJ,7.854,2.36
3961,OMV.FWK,1.491,2.141
3962,OMV.FWL,2.741,-2.526
3963,OMV.FWM,3.488,0.511
3964,OMV.FWN,-6.62,-4.039
3965,OMV.FWO,-1.346,-3.15
3966,OMV.FWP,-2.422,1.414
3967,OMV.FWQ,-2.347,1.834
3968,OMV.FWR,-2.782,2.781
3969,OMV.FWS,2.295,-5.739
3970,OMV.FWT,5.307,-2.404
3971,OMV.FWU,1.913,-3.905
3972,OMV.FWV,3.78,2.889
3973,OMV.FWW,2.618,-2.222
3974,OMV.FWX,4.157,4.748
3975,OMV.FWY,-1.33,5.177
3976,OMV.FWZ,-9.376,-4.028
3977,OMV.FXA,-0.662,-1.928
3978,OMV.FXB,-6.021,2.816
3979,OMV.FXC,5.526,2.331
3980,OMV.FXD,1.106,-6.434
3981,OMV.FXE,5.814,-0.848
3982,OMV.FXF,-9.536,-3.933
3983,OMV.FXG,-8.169,-0.103
3984,OMV.FXH,-1.502,5.738
3985,OMV.FXI,3.095,-3.196
3986,OMV.FXJ,1.195,-5.097
3987,OMV.FXK,4.26,0.982
3988,OMV.FXL,2.515,-1.236
3989,OMV.FXM,0.489,0.873
3990,OMV.FXN,-0.798,-5.326
3991,OMV.FXO,2.998,4.739
3992,OMV.FXP,-4.741,2.997
3993,OMV.FXQ,1.771,4.987
3994,OMV.FXR,3.759,6.144
3995,OMV.FXS,2.398,-5.799
3996,OMV.FXT,2.484,-5.618
3997,OMV.FXU,-2.017,-3.456
3998,OMV.FXV,-7.046,-0.986
3999,OMV.FXW,-4.977,-0.57
4000,OMV.FXX,4.65,1.222
4001,OMV.FXY,-5.026,-4.49
4002,OMV.FXZ,2.645,-0.617
4003,OMV.FYA,7.316,1.748
4004,OMV.FYB,-1.386,-4.747
4005,OMV.FYC,-3.589,-0.659
4006,OMV.FYD,2.603,2.881
4007,OMV.FYE,-8.38,-3.449
4008,OMV.FYF,-3.027,0.377
4009,OMV.FYG,3.224,5.51
4010,OMV.FYH,-1.301,2.145
4011,OMV.FYI,-5.297,2.394
4012,OMV.FYJ,-8.088,-1.999
4013,OMV.FYK,-5.388,-5.661
4014,OMV.FYL,-5.475,1.34
4015,OMV.FYM,5.216,3.208
4016,OMV.FYN,0.644,-4.08
4017,OMV.FYO,-5.988,0.482
4018,OMV.FYP,6.155,4.973
4019,OMV.FYQ,-9.086,-3.27
4020,OMV.FYR,-4.322,-3.035
4021,OMV.FYS,1.424,5.191
4022,OMV.FYT,2.359,2.761
4023,OMV.FYU,-0.819,0.247
4024,OMV.FYV,1.933,0.725
4025,OMV.FYW,-4.141,3.562
4026,OMV.FYX,5.975,2.996
4027,OMV.FYY,5.873,4.908
4028,OMV.FYZ,-3.099,-2.128
4029,OMV.FZA,0.648,5.413
4030,OMV.FZB,-6.381,-0.215
4031,OMV.FZC,6.677,0.732
4032,OMV.FZD,1.24,-3.734
4033,OMV.FZE,-5.7,3.787
4034,OMV.FZF,4.999,-1.298
4035,OMV.FZG,2.194,4.506
4036,OMV.FZH,5.005,-1.765
4037,OMV.FZI,-8.941,-3.817
4038,OMV.FZJ,-4.493,-4.325
4039,OMV.FZK,1.132,-5.986
4040,OMV.FZL,6.05,4.805
4041,OMV.FZM,2.183,-4.978
4042,OMV.FZN,0.801,-4.172
4043,OMV.FZO,2.502,2.709
4044,OMV.FZP,-8.877,-0.846
4045,OMV.FZQ,2.542,-6.347
4046,OMV.FZR,-0.435,1.645
4047,OMV.FZS,-2.984,-5.902
4048,OMV.FZT,1.492,2.604
4049,OMV.FZU,-3.629,-1.821
4050,OMV.FZV,-7.478,-0.966
4051,OMV.FZW,-5.799,-4.027
4052,OMV.FZX,-6.703,1.13
4053,OMV.FZY,-1.119,-1.893
4054,OMV.FZZ,3.831,1.469
4055,OMV.GAA,3.83,3.091
4056,OMV.GAB,-0.529,-2.469
4057,OMV.GAC,3.768,0.116
4058,OMV.GAD,2.81,3.917
4059,OMV.GAE,-8.031,-1.801
4060,OMV.GAF,-0.749,5.531
4061,OMV.GAG,-1.471,5.027
4062,OMV.GAH,2.527,1.073
4063,OMV.GAI,-1.17,-6.49
4064,OMV.GAJ,3.525,-2.282
4065,OMV.GAK,-0.725,-0.039
4066,OMV.GAL,-7.519,2.531
4067,OMV.GAM,-2.3,-2.13
4068,OMV.GAN,5.114,5.583
4069,OMV.GAO,3.339,2.908
4070,OMV.GAP,-0.707,2.267
4071,OMV.GAQ,-3.971,-1.384
4072,OMV.GAR,2.877,2.953
4073,OMV.GAS,6.366,-0.708
4074,OMV.GAT,2.16,5.456
4075,OMV.GAU,-7.389,1.54
4076,OMV.GAV,4.662,-0.869
4077,OMV.GAW,-2.181,-0.58
4078,OMV.GAX,-3.156,-3.02
4079,OMV.GAY,3.213,-2.818
4080,OMV.GAZ,-0.838,0.953
4081,OMV.GBA,5.203,2.984
4082,OMV.GBB,2.651,-4.786
4083,OMV.GBC,-1.903,3.891
4084,OMV.GBD,-0.353,-6.971
4085,OMV.GBE,-4.339,2.994
4086,OMV.GBF,-0.053,3.969
4087,OMV.GBG,-9.057,-1.667
4088,OMV.GBH,1.652,-0.731
4089,OMV.GBI,-6.499,-1.995
4090,OMV.GBJ,-7.39,0.835
4091,OMV.GBK,2.997,0.104
4092,OMV.GBL,-5.288,2.852
4093,OMV.GBM,-3.787,-6.126
4094,OMV.GBN,4.289,-0.188
4095,OMV.GBO,-5.44,1.785
4096,OMV.GBP,3.208,-0.483
4097,OMV.GBQ,-1.528,-3.044
4098,OMV.GBR,5.324,1.986
4099,OMV.GBS,-2.833,-6.913
4100,OMV.GBT,-6.48,-5.945
4101,OMV.GBU,-0.169,3.342
4102,OMV.GBV,-2.975,-1.505
4103,OMV.GBW,0.659,-0.847
4104,OMV.GBX,5.521,-1.453
4105,OMV.GBY,3.476,1.676
4106,OMV.GBZ,-3.128,2.983
4107,OMV.GCA,3.786,5.169
4108,OMV.GCB,3.85,0.532
4109,OMV.GCC,5.555,2.778
4110,OMV.GCD,3.37,5.676
4111,OMV.GCE,-0.45,-6.683
4112,OMV.GCF,1.435,-3.848
4113,OMV.GCG,-1.773,-3.826
4114,OMV.GCH,-0.163,-6.619
4115,OMV.GCI,-5.35,0.805
4116,OMV.GCJ,1.304,2.248
4117,OMV.GCK,-2.903,4.01
4118,OMV.GCL,-0.56,-6.619
4119,OMV.GCM,-1.467,-1.69
4120,OMV.GCN,3.494,0.043
4121,OMV.GCO,2.028,-1.646
4122,OMV.GCP,-2.475,-4.575
4123,OMV.GCQ,0.49,-3.527
4124,OMV.GCR,-4.064,0.982
4125,OMV.GCS,-8.452,-4.565
4126,OMV.GCT,3.1,-1.115
4127,OMV.GCU,-5.591,2.334
4128,OMV.GCV,3.065,1.684
4129,OMV.GCW,5.994,-0.49
4130,OMV.GCX,4.993,1.022
4131,OMV.GCY,-2.981,3.592
4132,OMV.GCZ,-8.58,0.371
4133,OMV.GDA,2.76,1.657
4134,OMV.GDB,7.655,2.019
4135,OMV.GDC,-6.975,-4.73
4136,OMV.GDD,-1.789,2.897
4137,OMV.GDE,-4.427,2.814
4138,OMV.GDF,-6.826,-0.188
4139,OMV.GDG,6.159,1.035
4140,OMV.GDH,-5.733,-2.676
4141,OMV.GDI,-4.456,-0.411
4142,OMV.GDJ,-4.108,-0.613
4143,OMV.GDK,-1.299,-1.788
4144,OMV.GDL,-0.801,2.553
4145,OMV.GDM,-2.408,0.248
4146,OMV.GDN,1.233,-5.813
4147,OMV.GDO,0.822,-6.036
4148,OMV.GDP,-5.113,-5.815
4149,OMV.GDQ,-5.152,3.468
4150,OMV.GDR,0.882,-5.212
4151,OMV.GDS,-2.744,-6.453
4152,OMV.GDT,-0.003,0.003
4153,OMV.GDU,-3.409,-3.799
4154,OMV.GDV,0.226,-4.762
4155,OMV.GDW,-4.139,4.037
4156,OMV.GDX,-1.242,-2.516
4157,OMV.GDY,-0.43,2.103
4158,OMV.GDZ,1.726,-4.252
4159,OMV.GEA,-4.008,-4.607
4160,OMV.GEB,-8.672,-2.392
4161,OMV.GEC,-8.136,0.344
4162,OMV.GED,-3.91,-2.349
4163,OMV.GEE,-2.266,-3.56
4164,OMV.GEF,-3.777,-0.819
4165,OMV.GEG,1.808,-5.223
4166,OMV.GEH,6.287,1.192
4167,OMV.GEI,-9.113,-2.103
4168,OMV.GEJ,6.07,5.255
4169,OMV.GEK,0.386,3.482
4170,OMV.GEL,3.165,0.005
4171,OMV.GEM,2.585,-3.361
4172,OMV.GEN,-1.933,-2.113
4173,OMV.GEO,-0.437,1.182
4174,OMV.GEP,1.009,-3.367
4175,OMV.GEQ,-3.079,0.871
4176,OMV.GER,-3.732,1.946
4177,OMV.GES,4.252,-3.41
4178,OMV.GET,-6.13,1.028
4179,OMV.GEU,-1.228,-0.671
4180,OMV.GEV,-4.872,-5.262
4181,OMV.GEW,-2.944,2.181
4182,OMV.GEX,-4.654,1.557
4183,OMV.GEY,-4.048,-2.963
4184,OMV.GEZ,2.091,0.402
4185,OMV.GFA,-7.769,-2.648
4186,OMV.GFB,2.691,1.927
4187,OMV.GFC,-0.986,-5.21
4188,OMV.GFD,6.779,2.525
4189,OMV.GFE,-5.72,-2.915
4190,OMV.GFF,4.663,-2.491
4191,OMV.GFG,3.47,5.619
4192,OMV.GFH,1.145,-1.599
4193,OMV.GFI,-7.432,-1.224
4194,OMV.GFJ,3.248,-1.201
4195,OMV.GFK,5.428,1.463
4196,OMV.GFL,-3.171,3.703
4197,OMV.GFM,4.318,5.817
4198,OMV.GFN,2.441,-6.519
4199,OMV.GFO,-1.332,4.484
4200,OMV.GFP,-4.029,-5.058
4201,OMV.GFQ,5.831,-0.395
4202,OMV.GFR,3.281,4.802
4203,OMV.GFS,5.771,1.957
4204,OMV.GFT,-3.383,1.743
4205,OMV.GFU,-6.178,-5.426
